Gene symbol	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001
MRPS15P1	0	0	0	0	0	0
NPTN	4688	4635	5504	4956	5106	4822
NPTN-IT1	144	136	175	266	242	235
CD276	5294	5130	6131	4123	5207	4240
AC022188.1	2	0	1	2	0	1
INSYN1	647	600	1071	1158	1248	1298
INSYN1-AS1	52	50	93	81	65	58
AC018943.1	0	0	0	0	0	0
TBC1D21	0	0	1	0	0	0
LOXL1-AS1	53	95	124	214	205	124
LOXL1	216	252	306	641	719	492
STOML1	335	400	516	778	972	1290
PML	351	351	484	540	634	547
DNM1P33	0	0	0	0	0	1
GOLGA6A	1	3	1	1	3	2
RN7SL429P	0	0	0	0	0	0
AC010931.1	0	0	0	0	0	0
ISLR2	263	433	1338	3793	4789	4804
AC010931.2	15	15	39	169	381	352
AC010931.3	0	0	0	0	0	1
ISLR	70	42	32	58	15	6
STRA6	9	5	30	262	100	98
CCDC33	4	15	56	236	107	55
AC023300.3	0	0	7	9	6	9
AC023300.1	0	0	0	0	0	0
AC023300.2	0	0	0	0	0	3
CYP11A1	1	6	14	36	30	10
PPIAP46	8	7	7	12	14	10
AC090826.1	2	0	6	18	25	8
AC090826.2	0	0	0	0	0	0
LINC02255	0	0	0	0	0	0
SEMA7A	111	173	468	604	931	1690
MIR6881	0	0	0	0	0	0
UBL7	712	742	917	880	1096	1075
UBL7-AS1	43	53	44	26	26	24
AC012435.1	5	9	6	2	1	1
AC012435.2	2	1	3	0	0	1
ARID3B	320	339	440	885	798	816
CLK3	1272	1222	1438	1135	935	974
AC100835.2	0	0	0	0	0	0
AC100835.1	0	1	0	0	2	0
EDC3	914	1072	1266	1072	1339	1347
CYP1A1	8	9	34	125	79	129
CYP1A2	0	0	0	2	1	1
CSK	645	728	1060	1436	1830	2186
MIR4513	1	2	0	0	0	0
LMAN1L	0	0	0	0	0	0
AC091230.1	0	0	0	1	0	1
CPLX3	0	0	0	0	0	0
ULK3	635	633	687	1014	1096	961
MIR6882	0	0	0	0	0	0
SCAMP2	850	876	883	266	275	178
MPI	1053	1052	1252	776	840	967
FAM219B	1072	1092	1295	778	800	754
COX5A	1344	1728	2288	2483	3270	3261
RPP25	39	48	56	241	313	318
SCAMP5	2168	2383	3297	5254	5992	6675
AC015720.2	0	1	1	1	3	0
AC015720.1	0	0	1	0	0	0
PPCDC	118	154	140	40	85	81
AC113208.1	0	0	1	0	0	0
RPL36AP45	3	6	3	4	3	2
C15orf39	335	269	442	221	327	417
AC113208.3	0	0	0	0	0	0
AC113208.2	6	10	6	0	1	0
AC068338.1	0	5	3	5	1	1
NIFKP4	1	1	0	0	0	0
GOLGA6C	1	5	4	0	1	1
RN7SL489P	0	0	0	0	0	0
GOLGA6D	21	19	14	7	10	15
RN7SL327P	0	0	0	0	0	0
DNM1P34	0	0	0	0	0	1
ANP32BP1	188	217	208	110	114	70
COMMD4	320	369	383	256	280	264
AC068338.3	14	9	23	27	44	17
NEIL1	350	321	328	370	264	208
MIR631	0	0	0	0	0	0
MAN2C1	1234	1197	1253	587	491	465
AC068338.2	25	28	29	11	26	20
SIN3A	2782	2604	2746	1620	1407	1347
RPL13P4	0	0	0	0	0	0
AC105137.1	0	0	1	0	0	0
AC105137.2	3	10	8	2	2	2
PTPN9	1363	1383	1913	2921	3891	3200
AC105036.2	0	0	0	0	1	0
AC105036.1	0	0	1	1	0	2
AC105036.3	2	3	3	3	8	13
SNUPN	225	203	240	203	278	329
AC105020.3	0	0	0	0	0	0
AC105020.2	1	1	0	1	0	0
IMP3	358	425	416	393	477	411
AC105020.6	8	12	10	5	7	8
AC105020.5	5	2	6	3	1	5
SNX33	875	809	958	271	223	119
CSPG4	35	22	28	39	18	8
AC105020.4	0	0	0	0	0	0
AC105020.1	16	16	15	14	9	7
ODF3L1	29	17	28	8	8	9
DNM1P35	12	17	26	72	79	99
AC019294.2	24	17	16	21	10	14
PPIAP47	2	1	2	1	5	1
AC019294.3	0	0	0	0	0	0
MIR4313	0	0	0	0	0	0
AC019294.1	14	22	21	35	19	15
RN7SL319P	0	0	0	0	0	0
DNM1P49	0	0	0	0	0	0
UBE2Q2	1892	1899	1853	1479	1451	1579
RN7SL510P	0	1	1	0	1	0
FBXO22	1267	1264	1333	1501	1606	1567
NRG4	33	35	26	65	43	24
AC027104.1	10	18	11	31	13	18
TMEM266	19	42	62	175	189	223
AC091100.1	0	3	0	0	2	1
ETFA	1869	1958	2086	1851	2109	1851
TYRO3P	8	12	31	23	30	54
ISL2	30	48	161	43	80	103
AC027243.1	0	0	1	1	1	2
AC027243.2	1	3	5	4	9	4
SCAPER	1132	1224	1690	1902	2018	2283
AC090751.1	1	0	0	0	0	0
MIR3713	0	0	0	0	0	0
RN7SKP217	0	0	0	0	0	0
RCN2	13919	15268	13903	6835	6167	5767
RN7SL278P	0	0	0	0	0	0
KRT8P23	1	0	1	1	1	1
PSTPIP1	10	19	6	3	3	3
TSPAN3	18132	19390	17979	10349	10142	8344
AC090181.1	0	0	0	0	0	0
AC090181.3	48	51	43	30	12	17
AC090181.2	24	31	31	64	103	119
PEAK1	1194	959	1046	1152	933	820
AC087465.1	0	0	0	0	0	0
AC060773.1	0	0	0	0	0	0
HMG20A	1151	1089	1251	1088	1171	1213
AC090984.1	0	0	0	0	0	0
AC046168.1	1	1	6	7	15	12
AC046168.2	6	6	9	2	5	3
LINGO1	914	1059	1965	3381	4815	5176
LINGO1-AS1	1	1	3	5	5	3
LINGO1-AS2	0	0	0	0	0	1
AC105133.2	0	0	0	0	0	0
AC105133.1	0	0	0	0	0	0
CSPG4P13	0	1	0	0	1	1
AC104758.3	2	1	2	2	0	0
AC104758.4	0	0	0	0	0	0
RN7SL214P	0	0	0	0	0	0
AC104758.1	6	13	8	3	6	7
AC104758.5	0	0	0	0	0	1
ADAMTS7P3	33	22	33	64	51	30
TBC1D2B	459	431	527	377	400	425
AC104758.2	0	0	0	1	1	1
SH2D7	99	78	106	48	34	63
CIB2	483	609	973	1566	1800	2084
IDH3A	541	580	641	587	522	873
AC090260.1	7	8	9	11	5	4
ACSBG1	22	39	36	34	18	9
AC090607.3	0	0	0	0	0	0
DNAJA4	443	531	910	657	677	578
WDR61	943	1229	1182	1082	1199	1194
AC090607.4	0	0	0	0	0	0
AC090607.2	23	36	23	31	19	8
AC090607.1	6	4	7	3	2	7
AC090607.5	0	0	0	1	0	0
AC011270.2	0	1	3	10	8	5
CRABP1	404	554	1444	7306	2564	2160
AC011270.1	7	10	14	3	15	16
IREB2	3845	3764	4297	3776	4325	4078
AC027228.1	1	0	1	0	0	0
HYKK	45	37	45	18	6	5
AC027228.3	2	3	1	2	0	0
PSMA4	2453	2804	2892	2901	3177	3009
CHRNA5	49	58	64	340	237	129
AC027228.2	17	15	7	115	62	27
CHRNA3	901	542	507	2032	1128	644
AC067863.2	1	0	0	8	1	0
CHRNB4	41	31	31	835	472	255
AC067863.1	1	0	1	10	5	7
AC022748.2	0	0	1	2	1	0
RPL18P11	0	1	1	2	0	0
AC022748.3	0	0	0	0	0	0
AC022748.1	1	2	0	0	3	2
ADAMTS7	203	155	265	423	300	290
MORF4L1	7063	8287	8995	7396	8685	8624
RPL21P116	1	4	1	1	2	0
RNU6-415P	3	5	3	12	8	8
AC011944.2	0	2	4	3	2	4
CTSH	2710	2882	2906	371	197	65
RASGRF1	25	23	57	328	117	118
AC011944.1	1	1	1	2	0	1
ANKRD34C-AS1	0	0	0	0	0	0
MIR184	0	0	0	0	0	0
HNRNPCP3	22	35	21	4	9	16
ANKRD34C	0	2	0	3	3	0
TMED3	2155	2386	2736	2070	2030	1968
MINAR1	316	466	733	1394	2002	2839
AC023968.2	69	67	85	55	51	42
AC023968.1	0	0	0	0	0	0
AC026826.3	0	0	0	0	0	0
AC026826.1	0	0	0	0	1	0
AC026826.2	0	0	0	1	1	0
RNU6-667P	0	0	0	0	0	0
AC021483.1	4	1	5	4	2	4
MTHFS	46	38	43	21	39	25
AC021483.2	12	5	5	3	1	5
ST20-MTHFS	0	0	0	0	0	0
AC015871.4	1	2	0	0	0	0
ST20	88	102	98	164	191	128
AC015871.3	121	136	133	236	330	309
ST20-AS1	91	78	80	75	153	146
AC015871.1	15	16	13	25	21	43
BCL2A1	1	1	1	2	0	0
AC015871.2	0	0	0	0	0	0
AC015871.5	0	0	0	0	0	0
AC092701.1	0	0	0	0	0	0
ZFAND6	2728	3016	3045	2648	2756	2163
FAH	843	931	902	391	292	229
AC087761.1	0	1	2	0	2	0
CTXND1	31	30	31	22	27	7
LINC00927	0	1	0	0	0	0
AC016705.2	299	330	392	313	232	237
ARNT2	2281	3207	4035	5077	6526	6991
AC016705.1	1	2	2	4	2	0
AC108451.1	0	2	1	0	0	1
AC108451.2	1	2	4	1	1	0
MIR5572	0	0	1	0	0	0
RNU6-380P	0	0	0	0	0	0
ABHD17C	413	534	737	1005	1300	1377
AC023302.1	0	2	0	2	3	3
CEMIP	423	510	592	261	214	241
MIR549A	0	0	0	0	0	0
AC027808.1	0	0	0	0	0	0
AC027808.2	0	1	1	0	0	0
MESD	1878	1969	2030	1445	1491	1239
AC068870.1	3	2	1	3	3	4
MIR4514	0	0	0	0	0	1
AC068870.2	13	15	24	36	45	52
TLNRD1	174	241	438	620	928	866
CFAP161	4	5	4	6	0	2
AC068870.3	0	0	0	0	0	0
ANP32BP3	0	0	0	0	0	0
IL16	4	4	3	11	15	13
AC103858.1	0	0	0	1	5	0
STARD5	92	55	94	91	80	47
TMC3-AS1	7	15	12	64	70	64
TMC3	11	3	2	59	64	33
AC103858.2	2	1	3	19	10	14
KF456110.1	1	0	0	0	0	0
AC109809.1	0	1	1	7	8	3
AC060809.1	2	3	2	3	0	0
AC023034.1	6	5	9	8	3	4
AC023034.2	51	61	52	18	27	15
AC104041.1	18	44	35	16	17	8
AC025219.1	1	8	5	0	0	1
AC026956.1	1	0	0	1	0	0
MEX3B	441	538	732	799	1270	1208
LINC01583	1	1	2	36	43	28
EFL1	675	750	806	732	802	717
RNU1-77P	0	0	0	0	0	0
AC026624.1	0	0	0	0	1	0
SAXO2	547	611	596	140	136	161
ADAMTS7P1	3	9	8	18	15	11
GOLGA6L10	83	80	73	140	99	76
UBE2Q2P2	110	108	113	54	63	91
RPL9P9	11702	14341	13668	9346	10912	9958
AC243919.1	0	0	0	0	0	0
GOLGA6L9	317	295	235	239	222	100
UBE2Q2P6	1	0	3	12	0	5
CSPG4P10	121	132	156	181	177	239
AC245033.3	0	0	0	0	0	0
GOLGA2P10	147	122	161	116	119	145
GOLGA6L17P	80	81	40	83	45	29
DNM1P38	0	0	0	0	0	0
AC245033.4	0	0	0	0	0	0
RPS17	97	113	136	87	108	90
AC245033.1	0	0	0	0	0	0
AC245033.2	1	1	1	1	4	3
CPEB1	149	146	217	850	1075	923
CPEB1-AS1	10	8	4	13	6	9
AP3B2	298	430	782	2597	3034	2952
AC105339.4	4	7	9	5	2	5
AC105339.1	5	2	5	4	8	6
ACTG1P17	7	12	10	10	3	3
AC105339.5	2	6	5	0	0	0
AC105339.3	8	5	19	1	5	5
SNHG21	11	21	15	13	15	10
AC105339.2	20	20	29	22	22	20
FSD2	4	3	1	4	3	6
SCARNA15	0	0	0	0	0	0
WHAMM	300	270	313	203	217	231
HOMER2	708	650	961	1613	1895	1907
AC022558.2	0	0	0	0	0	0
RAMAC	528	689	728	632	958	963
C15orf40	512	445	559	593	540	537
AC024270.4	5	8	0	3	7	5
BTBD1	4400	4961	5137	3229	3267	3690
AC022558.3	1	3	4	6	7	6
AC022558.1	6	4	4	4	3	0
AC024270.2	3	1	1	17	11	20
AC024270.1	3	0	0	2	0	0
MIR4515	0	0	0	0	1	0
TM6SF1	14	22	19	59	64	36
HDGFL3	4194	4838	5811	8087	9397	9079
AC024270.3	0	0	0	0	0	0
AC103876.1	0	0	0	0	1	1
BNC1	254	139	121	10	6	1
SH3GL3	502	506	530	895	787	606
ADAMTSL3	130	82	65	27	10	8
RNU6-401P	0	0	0	0	0	0
TUBAP4	2	1	5	6	2	5
RNU6-1339P	0	0	0	0	0	0
AC027807.2	1	3	3	3	0	0
AC027807.1	9	8	14	36	24	21
EFL1P1	98	119	132	103	116	128
DNM1P41	61	51	42	46	48	49
AC136698.1	1	0	0	0	0	1
UBE2Q2L	2	6	10	26	21	20
CSPG4P11	84	84	136	176	171	275
GOLGA2P7	321	310	375	233	213	259
RN7SL331P	2	1	7	6	4	4
GOLGA6L4	363	388	254	570	443	241
UBE2Q2P8	0	1	0	0	0	4
AC243562.2	58	60	68	162	171	235
RN7SL417P	9	9	21	30	33	45
AC243562.1	18	17	22	24	27	40
DNM1P51	126	103	86	114	104	161
CSPG4P5	0	0	0	0	0	0
UBE2Q2P11	2	1	2	1	3	4
AC243562.3	9	6	11	10	10	25
UBE2Q2P12	14	8	9	5	5	3
AC048382.4	0	1	1	0	1	2
AC048382.3	0	0	1	0	0	0
GOLGA6L5P	50	60	48	76	39	31
AC048382.2	5	1	1	7	2	2
UBE2Q2P1	103	83	87	132	94	52
LINC00933	10	13	11	4	7	4
AC048382.5	16	12	26	12	15	12
ZSCAN2	273	284	329	429	518	526
AC048382.1	4	2	8	5	1	2
AC048382.6	0	0	0	0	0	0
SCAND2P	97	84	99	82	67	60
EGLN1P1	0	0	0	0	0	0
WDR73	340	366	398	278	235	280
NMB	140	148	168	79	80	83
SEC11A	3456	3764	3601	2292	2752	2226
AC115102.1	0	0	0	0	0	0
AC012291.2	18	19	17	11	19	13
ZNF592	1971	1757	2298	1980	2260	2776
AC012291.1	1	0	0	0	0	0
ALPK3	73	72	64	76	28	45
SLC28A1	2	4	2	0	0	1
RNU6-339P	0	0	0	0	0	0
RNU6-796P	0	1	0	0	0	0
AC087468.1	0	0	0	0	0	0
PDE8A	843	868	808	709	518	295
AC044860.2	2	0	0	1	0	1
AC044860.1	9	9	12	9	12	11
NIFKP8	0	1	1	0	0	0
CSPG4P12	66	78	88	236	205	162
RN7SL428P	0	0	0	0	0	0
GOLGA6L3	295	241	169	308	207	125
ADAMTS7P4	3	6	9	11	9	9
AC044860.3	1	0	0	1	0	1
AKAP13	6386	5854	6437	3597	3648	3268
MIR7706	0	0	0	0	0	0
RNU7-79P	0	0	0	0	0	0
AC104046.1	8	8	3	14	10	16
AC087286.3	0	0	0	0	0	0
AC087286.2	9	5	9	6	10	24
AC087286.1	0	0	0	0	0	0
RNU6-1280P	0	0	0	0	0	0
AC087286.4	0	1	2	0	0	0
AC021739.4	1	0	1	0	0	0
AC021739.2	61	57	59	15	10	7
AC021739.5	9	11	13	4	0	1
AC021739.3	12	11	11	5	2	2
KLHL25	613	702	724	374	379	412
MIR1276	0	0	0	0	0	0
AC021739.1	0	0	0	0	0	0
RNU6-231P	0	0	0	0	0	0
MIR548AP	0	0	0	0	0	0
AC104229.1	0	0	0	0	0	0
LINC01584	0	0	0	0	0	0
AGBL1	3	2	2	39	34	26
RNA5SP400	0	0	0	0	0	0
AC016180.1	0	0	0	0	0	0
AGBL1-AS1	0	0	1	0	2	1
AC012229.1	0	0	0	0	0	0
AC016987.2	0	0	0	0	1	0
AC016987.1	0	0	0	0	0	0
AC078905.1	0	0	0	0	0	0
AC020687.1	1	0	0	0	0	0
RNU6-185P	0	0	0	0	0	0
LINC00052	2	6	7	8	1	2
NTRK3	320	354	767	2601	2464	2525
MED28P6	0	0	0	0	0	0
NTRK3-AS1	0	0	0	1	1	1
MRPL46	84	97	123	92	96	99
AC013489.1	0	1	0	1	1	1
MRPS11	569	621	706	768	1037	1010
AC013489.3	0	0	0	0	0	0
DET1	64	50	49	32	15	21
AC013489.2	0	0	0	1	0	0
LINC01586	13	2	15	31	44	32
MIR1179	0	0	0	0	0	0
MIR7-2	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0
AEN	211	319	422	399	499	634
ISG20	37	28	32	18	18	13
AC103982.1	0	0	0	1	0	0
ACAN	3	10	18	24	5	2
HAPLN3	8	14	7	22	5	22
MFGE8	483	471	523	126	79	28
AC067805.1	0	0	0	0	0	0
KRT18P47	0	0	0	0	0	0
AC107954.1	46	57	63	61	83	95
AC013565.2	0	0	0	0	0	0
AC013565.1	0	0	0	0	0	0
AC013565.3	0	0	0	1	0	2
ABHD2	4023	3536	4087	2471	2680	2785
RNU7-195P	0	0	0	0	0	0
HMGB1P8	9	11	12	7	12	3
AC124068.1	0	0	0	0	0	0
RLBP1	0	0	0	0	2	0
FANCI	169	428	357	55	56	75
POLG	748	786	799	570	607	590
MIR6766	0	0	0	0	0	0
AC124068.2	1	2	3	5	3	4
AC133637.1	0	1	1	0	0	0
MIR9-3HG	86	131	119	91	23	13
MIR9-3	0	0	0	0	0	0
RHCG	11	19	27	1	2	2
LINC00928	16	19	18	5	2	2
AC013391.3	38	48	19	13	7	2
AC013391.2	0	0	0	0	0	0
TICRR	74	100	87	65	54	66
AC013391.1	0	0	0	0	0	0
KIF7	342	394	418	366	330	355
PLIN1	22	29	14	14	13	3
PEX11A	366	371	301	367	334	277
RPL36AP43	4	7	3	13	8	6
WDR93	41	53	45	27	15	7
AC079075.1	5	8	6	2	0	0
RNU6-132P	0	0	0	0	0	0
MESP1	29	45	52	74	98	138
MRPL15P1	0	0	0	0	0	0
MESP2	1	1	3	6	8	10
ANPEP	0	1	1	2	1	2
AP3S2	852	975	1131	1312	1427	1275
C15orf38-AP3S2	0	0	0	0	0	0
MIR5094	0	0	0	0	0	0
AC027176.2	3	1	5	0	0	1
MIR5009	0	0	0	0	0	0
RNU6-1111P	1	0	0	0	0	0
ARPIN	2603	2538	2370	893	829	765
RNU7-111P	0	0	0	0	0	0
AC027176.1	0	0	0	0	0	0
AC027176.3	0	0	0	0	0	0
ZNF710	731	751	975	540	629	778
MIR3174	0	0	0	0	0	0
AC087284.1	1	1	0	0	1	0
ZNF710-AS1	371	413	390	434	406	299
IDH2	1402	2004	1987	1526	1583	1966
IDH2-DT	0	1	1	0	0	0
SEMA4B	1089	1142	1203	658	603	482
RN7SL346P	0	0	0	0	0	0
RPS12P26	7	7	8	8	7	8
CIB1	1053	1123	1165	351	231	120
GDPGP1	78	40	71	53	73	81
AC091167.7	0	0	0	0	0	0
TTLL13P	1	1	0	2	1	0
AC091167.2	0	0	0	1	0	1
NGRN	2094	2154	2299	2420	3093	3073
AC091167.6	6	4	2	5	2	6
AC091167.1	0	0	0	0	0	0
AC091167.3	0	0	0	0	0	0
AC091167.5	3	3	3	6	6	4
AC091167.4	39	23	20	19	10	24
GOLGA2P8	6	6	4	5	4	6
RN7SL736P	4	0	1	2	1	0
GABARAPL3	19	14	28	66	51	54
ZNF774	485	487	508	646	628	648
NDUFA3P4	0	3	0	2	4	4
IQGAP1	5771	5472	5890	1728	1412	665
AC018946.1	0	0	1	0	0	0
CRTC3	1477	1447	1483	778	779	758
AC103739.1	7	8	4	4	0	4
AC103739.2	3	5	5	2	2	0
CRTC3-AS1	2	6	7	6	12	6
AC103739.3	3	6	4	1	2	0
HSPE1P3	141	189	182	124	185	167
AC021422.1	0	0	0	2	0	0
LINC01585	0	3	0	0	1	0
BLM	46	125	112	75	198	238
AC124248.1	4	0	1	0	0	0
RN7SL363P	0	0	0	0	0	0
FURIN	6869	6093	7164	1314	1207	939
FES	207	175	212	24	15	7
MAN2A2	3928	3449	3991	1732	1488	1607
AC068831.4	0	0	0	0	0	0
HDDC3	139	121	153	143	159	212
UNC45A	1741	1597	2066	789	772	773
AC068831.1	3	1	3	4	1	6
RCCD1	363	350	490	360	449	400
PRC1	16	26	32	12	18	30
AC068831.7	34	48	38	73	49	42
PRC1-AS1	8	8	8	21	18	12
VPS33B	99	95	113	194	249	188
VPS33B-DT	10	8	30	17	21	16
AC068831.6	0	3	1	3	9	5
AC068831.2	0	0	0	0	0	0
AC068831.5	2	1	2	1	4	2
AC068831.3	0	0	0	0	0	0
AC127520.1	1	0	0	1	1	1
SV2B	154	163	375	1057	1309	886
AC123784.1	0	1	1	0	1	0
CRAT37	1	1	1	0	0	0
AC107958.3	0	0	0	0	0	0
AC107958.2	0	0	0	0	0	0
AC107958.1	0	0	0	0	0	0
AC105109.1	0	1	0	0	0	0
SLCO3A1	1424	1158	1056	633	353	418
AC116903.2	2	1	6	1	0	2
AC116903.1	0	0	0	0	0	0
DUXAP6	0	0	0	0	0	0
NPM1P5	315	370	377	241	279	342
ST8SIA2	3068	2626	2496	2616	3205	3752
ENO1P2	1	3	2	1	1	5
AC090985.1	8	4	3	1	2	1
C15orf32	4	1	3	0	0	3
LINC00930	10	5	2	4	1	0
AC091544.2	17	7	10	5	1	4
AC091544.4	47	41	25	16	13	6
AC091544.5	1	2	0	1	0	1
FAM174B	715	601	588	473	501	495
AC091544.3	1	0	1	0	0	0
AC091544.7	0	0	1	0	0	0
AC091544.6	0	0	0	0	0	0
HMGN1P38	376	432	483	218	267	157
H2AFVP1	86	116	134	55	39	42
AC091544.1	0	0	0	0	0	0
AC106028.1	0	0	1	0	0	0
AC106028.3	7	3	5	4	7	1
ASB9P1	1	0	1	0	0	0
AC106028.2	2	1	1	0	0	0
AC106028.4	0	0	0	0	2	0
AC106028.5	1	0	1	5	1	2
LINC01578	3932	4424	3974	1806	2002	1669
AC013394.1	8	16	8	10	3	1
CHD2	6091	5884	5936	4590	4499	3255
MIR3175	0	0	0	0	0	0
RGMA	4492	4731	6456	4435	3876	6818
AC087641.1	2	4	2	3	0	2
AC108457.1	1	1	0	0	1	0
AC112693.3	0	1	0	2	0	1
AC112693.1	0	0	1	0	1	2
AC112693.2	0	0	0	0	0	0
AC091078.1	475	355	322	73	25	11
AC091078.3	0	3	1	0	0	0
AC091078.2	0	1	3	2	1	1
AC110023.1	31	39	18	4	5	1
LINC01579	80	96	56	59	23	6
AC103996.1	0	0	0	0	0	0
AC103996.3	0	0	0	0	0	0
LINC02207	4	5	0	3	1	0
AC103996.2	11	7	7	6	1	0
LINC01580	5	3	3	2	0	0
LINC01581	7	6	3	0	0	0
AC104390.1	66	63	101	78	98	57
AC110027.1	0	0	0	0	0	0
MCTP2	9	8	2	30	15	34
AC135626.1	0	0	0	0	0	0
AC009432.2	0	0	0	0	0	0
AC009432.1	0	0	0	0	0	0
AC087633.2	121	160	164	106	85	85
AC107976.1	0	0	0	0	0	0
AC087633.1	0	0	0	0	0	0
AC087636.1	0	0	0	0	1	0
LINC01197	3	15	43	99	139	294
AC104260.1	0	0	0	4	5	9
AC104260.2	6	1	16	21	45	67
AC104260.3	0	0	2	0	3	4
LINC00924	0	0	1	6	6	9
AC027013.1	0	0	0	0	0	0
AC015574.1	0	0	0	0	0	0
RNU2-3P	0	0	0	0	0	0
AC012409.2	0	0	2	0	0	0
AC024337.1	0	0	0	0	0	0
AC024337.2	21	18	15	5	1	3
NR2F2-AS1	35	46	40	9	6	9
AC012409.5	2	1	0	0	0	0
AC012409.3	14	5	6	6	2	0
AC012409.1	2	0	0	0	0	0
AC012409.4	0	0	0	0	1	0
LINC02157	0	1	0	0	0	1
AC016251.1	0	0	1	0	0	0
AC016251.2	0	1	0	0	0	0
NR2F2	1124	1098	1435	769	871	1064
MIR1469	0	0	0	0	0	0
AC103746.1	9	4	8	0	1	2
AC087477.2	12	11	8	7	3	2
AC087477.6	2	1	0	0	1	3
AC087477.5	0	0	0	0	0	0
AC087477.3	0	0	0	0	0	0
PGAM1P12	0	0	0	0	0	0
AC087477.1	1	0	0	0	1	0
AC087477.4	0	0	0	1	0	0
RN7SKP254	0	0	0	0	0	0
AC110588.1	0	1	0	0	0	0
FAM149B1P1	31	33	44	43	45	42
SPATA8-AS1	0	0	0	0	1	0
SPATA8	0	0	0	6	8	6
RN7SKP181	0	0	0	0	0	0
AC020704.1	1	0	0	0	0	0
LINC02253	30	55	75	29	25	14
RN7SL677P	0	0	0	0	0	0
LINC02254	2	6	4	5	2	0
RNA5SP401	0	0	1	1	0	0
AC026523.2	1	6	5	2	4	1
AC026523.1	0	0	1	1	2	0
LINC00923	0	0	1	10	9	18
AC024651.2	0	0	0	0	0	0
ARRDC4	1205	1147	1125	1780	2080	1663
AC024651.1	1	0	1	0	1	0
LINC02251	0	0	0	2	0	0
AC022523.1	0	0	1	1	4	2
RNU6-1186P	0	0	0	0	0	0
LINC01582	0	0	0	0	0	0
AC022523.2	0	0	0	0	0	0
AC022523.3	0	0	0	0	0	0
AC015722.1	0	0	0	0	0	0
AC015722.2	0	0	0	1	1	2
LINC02351	0	0	0	0	0	0
FAM169B	2	4	1	1	3	1
AC103968.1	0	0	0	0	0	0
IRAIN	4	0	7	4	6	10
IGF1R	7953	5825	5978	3801	3132	2362
AC118658.1	0	0	2	0	1	1
MIR4714	0	0	0	0	0	0
AC069029.1	0	0	0	0	0	1
AC036108.1	0	1	2	1	0	1
PGPEP1L	0	0	2	0	3	1
LUNAR1	0	0	0	4	1	0
SYNM	1073	1412	1418	1679	1207	798
AC036108.2	5	5	6	8	1	0
TTC23	737	809	820	266	198	139
AC036108.3	31	28	26	26	9	10
AC022819.1	1	1	2	0	0	0
LRRC28	1022	1161	1312	891	866	704
HSP90B2P	547	550	600	261	273	221
HNRNPA1P62	0	0	0	0	0	0
AC037479.1	1	0	2	1	0	0
LINC02244	4	3	1	3	4	1
AC015660.2	0	2	4	1	2	0
AC015660.3	3	1	0	0	3	0
AC015660.1	0	0	0	0	0	0
AC015660.4	0	0	0	0	0	0
RPL7P5	0	0	0	0	0	0
MEF2A	1509	1402	1508	1400	1668	1605
LYSMD4	297	302	366	553	580	577
DNM1P46	10	17	18	5	9	15
AC090825.2	0	0	0	0	0	0
RN7SL484P	0	0	0	0	0	0
AC090825.1	59	58	38	61	44	58
AC084855.1	3	2	3	0	1	3
ADAMTS17	16	23	9	10	1	6
AC084855.2	4	4	2	2	3	2
RNA5SP402	0	0	0	0	0	0
AC022710.1	1	1	0	0	0	1
SPATA41	3	4	7	8	14	11
CERS3-AS1	0	0	1	1	0	0
CERS3	5	6	4	7	11	6
AC027020.2	76	76	45	62	42	34
RNU6-322P	7	8	8	4	2	0
PRKXP1	31	24	33	23	13	15
AC027020.1	11	2	3	2	0	4
LINS1	294	298	338	322	465	382
RNU6-181P	1	1	2	0	1	2
ASB7	581	585	613	578	570	609
AC090695.1	17	9	13	6	9	6
AC087762.1	1	0	1	0	0	0
AC087762.2	0	0	0	0	0	0
AC015712.3	0	0	0	0	0	0
AC015712.1	4	3	1	1	1	0
AC015712.6	3	5	6	11	4	3
AC015712.4	0	0	0	0	0	0
AC015712.5	0	0	0	0	0	0
ALDH1A3	7	3	1	70	18	4
AC015712.7	0	0	0	1	1	0
AC015712.2	1	1	3	8	4	4
LRRK1	20	15	30	61	41	21
AC090907.1	1	3	6	3	1	4
AC090907.2	1	0	1	2	1	1
AC019254.2	0	1	0	0	0	0
AC019254.1	1	1	2	2	2	0
CHSY1	1703	1446	1390	1209	1149	1005
SELENOS	1493	1703	1605	830	821	830
SNRPA1	442	463	484	494	506	409
AC023024.1	14	15	26	30	40	43
PCSK6	90	117	185	196	217	253
AC023024.2	22	15	29	39	42	37
PCSK6-AS1	0	0	0	0	2	1
AC090164.2	0	0	0	0	1	0
AC090164.3	0	0	0	0	0	0
AC090164.4	0	0	0	0	0	0
SNRPCP18	0	0	0	0	0	0
AC090164.1	0	0	0	0	0	0
LINC02348	0	0	1	0	0	0
TM2D3	1609	1759	1861	2302	2591	2404
RNU6-807P	1	1	0	1	1	2
TARSL2	1281	1276	1254	1031	1042	851
AC027559.1	25	12	9	19	11	10
