Sample_ID	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001	GBA.KTI6.1.dRNA.DVBt.DVB.S10.R1.001.bam	GBA.KTI6.2.dRNA.DVBt.DVB.S11.R1.001.bam	GBA.KTI6.3.dRNA.DVBt.DVB.S12.R1.001.bam	WT.56.1.dRNA.DVBt.DVB.S13.R1.001.bam	WT.56.2.dRNA.DVBt.DVB.S14.R1.001.bam	WT.56.3.dRNA.DVBt.DVB.S15.R1.001.bam
AP003080.1	0.0	0.0	5.0	1.0	2.0	7.0	5.0	1.0	4.0	2.0	8.0	4.0
AP003084.1	9.0	10.0	14.0	0.0	5.0	10.0	7.0	10.0	11.0	8.0	5.0	12.0
AP003086.1	11.0	13.0	7.0	16.0	10.0	5.0	0.0	0.0	0.0	1.0	0.0	1.0
AP003086.2	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003086.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AP003096.1	4.0	4.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0
AP003097.1	137.0	147.0	138.0	71.0	97.0	144.0	147.0	119.0	107.0	92.0	83.0	100.0
AP003100.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003100.2	5.0	7.0	12.0	2.0	4.0	0.0	76.0	41.0	42.0	6.0	5.0	5.0
AP003102.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003108.1	1.0	0.0	1.0	1.0	0.0	0.0	5.0	2.0	5.0	11.0	6.0	6.0
AP003108.2	5.0	19.0	11.0	16.0	10.0	11.0	9.0	7.0	8.0	9.0	7.0	12.0
AP003108.3	4.0	2.0	2.0	1.0	3.0	2.0	2.0	0.0	2.0	5.0	2.0	2.0
AP003108.4	3.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
AP003108.5	0.0	0.0	0.0	12.0	11.0	7.0	0.0	1.0	2.0	6.0	3.0	4.0
AP003110.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003115.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
AP003117.1	2.0	5.0	1.0	0.0	1.0	0.0	3.0	4.0	1.0	4.0	1.0	0.0
AP003117.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003119.1	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
AP003119.2	19.0	17.0	27.0	7.0	7.0	7.0	8.0	14.0	12.0	13.0	8.0	7.0
AP003119.3	118.0	81.0	136.0	79.0	119.0	90.0	53.0	64.0	38.0	89.0	94.0	98.0
AP003121.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003122.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003122.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003122.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003122.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003122.5	1.0	2.0	1.0	0.0	3.0	1.0	5.0	1.0	3.0	1.0	3.0	2.0
AP003122.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003123.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003128.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003168.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003168.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003170.1	8.0	2.0	12.0	12.0	5.0	4.0	6.0	1.0	6.0	11.0	2.0	2.0
AP003170.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003170.3	1.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
AP003170.4	1.0	1.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0
AP003170.5	2.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
AP003171.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003171.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP003174.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
AP003174.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003174.3	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0
AP003175.1	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
AP003181.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003306.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003306.2	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0
AP003327.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003351.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AP003352.1	21.0	16.0	17.0	25.0	33.0	27.0	13.0	17.0	8.0	32.0	21.0	23.0
AP003354.1	1.0	3.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0
AP003355.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003355.2	16.0	20.0	41.0	70.0	75.0	45.0	13.0	23.0	20.0	111.0	71.0	49.0
AP003355.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
AP003357.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003385.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AP003385.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003385.3	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
AP003385.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003385.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003390.1	0.0	2.0	0.0	3.0	8.0	23.0	0.0	0.0	1.0	2.0	4.0	3.0
AP003392.1	8.0	10.0	7.0	6.0	4.0	3.0	2.0	2.0	4.0	6.0	4.0	0.0
AP003392.2	11.0	11.0	17.0	15.0	6.0	7.0	6.0	5.0	7.0	11.0	6.0	9.0
AP003392.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003392.4	43.0	44.0	66.0	20.0	31.0	35.0	3.0	3.0	2.0	12.0	6.0	4.0
AP003392.5	5.0	4.0	8.0	13.0	4.0	15.0	3.0	4.0	5.0	6.0	9.0	7.0
AP003393.1	7.0	4.0	0.0	4.0	0.0	0.0	4.0	6.0	6.0	11.0	3.0	2.0
AP003396.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003396.2	1.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
AP003396.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003396.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003398.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003398.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003400.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003400.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003400.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003400.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003400.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003400.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003419.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003419.2	3.0	4.0	2.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0
AP003419.3	2.0	1.0	3.0	2.0	2.0	1.0	3.0	2.0	7.0	4.0	2.0	4.0
AP003461.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003465.1	2.0	1.0	2.0	1.0	2.0	2.0	9.0	8.0	8.0	9.0	9.0	14.0
AP003465.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003467.1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003467.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AP003469.1	1.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0
AP003469.2	3.0	3.0	1.0	1.0	4.0	2.0	4.0	1.0	0.0	7.0	2.0	4.0
AP003469.3	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
AP003471.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AP003472.1	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	3.0	1.0	3.0
AP003472.2	0.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
AP003478.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003484.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003485.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003485.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003486.1	511.0	483.0	401.0	555.0	485.0	327.0	360.0	305.0	308.0	454.0	381.0	347.0
AP003497.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP003497.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
AP003498.1	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
AP003498.2	10.0	16.0	19.0	6.0	2.0	0.0	4.0	7.0	9.0	2.0	0.0	5.0
AP003499.1	1.0	2.0	0.0	1.0	0.0	0.0	2.0	1.0	4.0	1.0	0.0	0.0
AP003499.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003499.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003500.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003501.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003501.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003532.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003548.1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
AP003550.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003555.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003555.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003557.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
AP003557.2	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003559.1	8.0	5.0	15.0	24.0	22.0	39.0	2.0	4.0	1.0	28.0	11.0	6.0
AP003680.1	2.0	2.0	1.0	2.0	5.0	5.0	2.0	0.0	1.0	4.0	3.0	4.0
AP003692.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003696.1	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0
AP003715.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003716.1	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
AP003717.1	11.0	17.0	20.0	5.0	0.0	0.0	8.0	8.0	8.0	9.0	1.0	5.0
AP003717.2	3.0	1.0	1.0	2.0	1.0	1.0	4.0	3.0	1.0	2.0	1.0	0.0
AP003717.3	1.0	4.0	2.0	1.0	0.0	0.0	2.0	3.0	1.0	2.0	1.0	1.0
AP003718.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003721.1	4.0	1.0	5.0	8.0	2.0	3.0	7.0	12.0	7.0	10.0	9.0	9.0
AP003721.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003721.3	0.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	6.0	1.0	0.0	0.0
AP003721.4	11.0	8.0	7.0	11.0	5.0	3.0	9.0	6.0	6.0	11.0	8.0	3.0
AP003730.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003733.1	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
AP003733.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003733.3	1.0	1.0	1.0	2.0	0.0	0.0	10.0	12.0	14.0	10.0	15.0	13.0
AP003774.1	13.0	8.0	12.0	78.0	98.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003774.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	3.0	4.0
AP003784.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0
AP003785.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003789.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003900.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003969.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003969.2	0.0	4.0	4.0	5.0	7.0	5.0	3.0	5.0	2.0	3.0	4.0	2.0
AP003972.1	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003973.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003973.2	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
AP004147.1	4.0	4.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	3.0	4.0
AP004245.1	303.0	278.0	332.0	161.0	188.0	155.0	174.0	120.0	153.0	103.0	121.0	148.0
AP004247.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004247.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004289.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004289.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004290.1	0.0	1.0	0.0	1.0	1.0	0.0	1.0	4.0	2.0	3.0	3.0	3.0
AP004371.1	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004372.1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
AP004550.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.3	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004607.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004608.1	12.0	22.0	32.0	136.0	116.0	153.0	9.0	21.0	17.0	149.0	76.0	38.0
AP004609.1	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP004609.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP004609.3	40.0	70.0	54.0	48.0	68.0	49.0	55.0	59.0	54.0	45.0	76.0	77.0
AP004782.1	5.0	4.0	10.0	7.0	11.0	20.0	2.0	6.0	2.0	14.0	14.0	25.0
AP004833.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
AP004833.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0
AP004833.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005018.1	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0
AP005018.2	181.0	140.0	213.0	156.0	180.0	176.0	126.0	161.0	145.0	146.0	184.0	169.0
AP005019.1	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005019.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AP005057.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005059.1	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005059.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AP005060.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
AP005062.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005119.1	3.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005119.2	187.0	199.0	250.0	269.0	300.0	264.0	166.0	169.0	103.0	161.0	179.0	155.0
AP005120.1	0.0	1.0	0.0	8.0	0.0	0.0	1.0	5.0	0.0	11.0	0.0	0.0
AP005121.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005121.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005131.1	23.0	35.0	31.0	4.0	10.0	8.0	13.0	13.0	17.0	8.0	8.0	15.0
AP005131.2	7.0	5.0	8.0	3.0	3.0	4.0	4.0	2.0	8.0	1.0	2.0	6.0
AP005131.3	0.0	3.0	3.0	2.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	3.0
AP005131.4	4.0	4.0	3.0	0.0	3.0	1.0	2.0	1.0	3.0	0.0	2.0	1.0
AP005131.5	1.0	3.0	3.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	1.0
AP005131.6	32.0	19.0	24.0	7.0	8.0	11.0	17.0	17.0	8.0	5.0	4.0	12.0
AP005131.7	20.0	30.0	26.0	4.0	7.0	11.0	12.0	9.0	16.0	5.0	11.0	11.0
AP005136.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
AP005136.2	7.0	6.0	11.0	11.0	9.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005137.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
AP005137.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
AP005139.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005202.1	11.0	3.0	38.0	71.0	96.0	32.0	11.0	16.0	11.0	17.0	214.0	56.0
AP005202.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005203.1	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0
AP005205.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
AP005205.2	1.0	2.0	0.0	1.0	1.0	5.0	0.0	2.0	0.0	2.0	9.0	6.0
AP005205.3	2.0	4.0	4.0	8.0	8.0	3.0	0.0	3.0	0.0	7.0	4.0	5.0
AP005208.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005209.1	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP005210.1	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP005212.1	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0
AP005212.2	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
AP005212.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005212.4	1.0	0.0	1.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005229.1	1.0	3.0	2.0	1.0	1.0	4.0	2.0	0.0	1.0	11.0	18.0	8.0
AP005229.2	5.0	4.0	5.0	8.0	12.0	8.0	1.0	7.0	2.0	18.0	36.0	32.0
AP005230.1	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	5.0	1.0	0.0
AP005233.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005233.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005242.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005242.2	3.0	6.0	6.0	4.0	5.0	2.0	8.0	5.0	8.0	11.0	7.0	8.0
AP005242.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005242.4	0.0	4.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
AP005262.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0
AP005263.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005264.1	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AP005264.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005264.3	1.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0
AP005264.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
AP005264.5	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005264.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005264.7	2.0	1.0	1.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
AP005265.1	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
AP005271.1	15.0	22.0	18.0	1.0	0.0	1.0	14.0	10.0	8.0	6.0	3.0	1.0
AP005273.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005328.1	6.0	11.0	5.0	6.0	14.0	15.0	7.0	4.0	4.0	4.0	4.0	6.0
AP005329.1	3.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	1.0	1.0	2.0	6.0
AP005329.2	5.0	5.0	7.0	11.0	12.0	10.0	7.0	9.0	2.0	12.0	14.0	14.0
AP005329.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005357.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005380.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005403.1	26.0	35.0	40.0	29.0	35.0	53.0	57.0	41.0	46.0	59.0	56.0	65.0
AP005431.1	1.0	1.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	4.0	2.0
AP005432.1	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
AP005432.2	2.0	2.0	1.0	5.0	3.0	3.0	1.0	2.0	0.0	3.0	4.0	5.0
AP005435.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	6.0	5.0
AP005435.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005435.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005435.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005436.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP005436.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
